========================================
Total Params: 71891291
Trainable Params: 71891291
Non-trainable Params: 0
========================================
LOG FORMAT | segmentation_LOSS mIoU pixAcc | depth_LOSS abs_err rel_err | normal_LOSS mean median <11.25 <22.5 <30 | TIME
loss: 5.116543769836426, losses: tensor([3.1521, 0.7866, 1.1778], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.80275559425354, losses: tensor([1.4149, 0.5211, 0.8668], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.546251058578491, losses: tensor([1.4451, 0.3985, 0.7027], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.7735390663146973, losses: tensor([1.4057, 0.4351, 0.9327], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.7159194946289062, losses: tensor([1.3344, 0.5440, 0.8375], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.68483567237854, losses: tensor([1.3069, 0.5130, 0.8649], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.803295135498047, losses: tensor([1.6109, 0.3096, 0.8828], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.5669541358947754, losses: tensor([1.3051, 0.3362, 0.9256], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.4370481967926025, losses: tensor([1.3182, 0.3311, 0.7877], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.3506648540496826, losses: tensor([1.2745, 0.2993, 0.7769], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.7407987117767334, losses: tensor([1.5238, 0.2940, 0.9230], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.132805824279785, losses: tensor([1.1937, 0.2644, 0.6747], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.4259722232818604, losses: tensor([1.3009, 0.3425, 0.7825], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.260014533996582, losses: tensor([1.1784, 0.2799, 0.8017], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.3377866744995117, losses: tensor([1.1227, 0.2949, 0.9202], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.3230702877044678, losses: tensor([1.1307, 0.2142, 0.9782], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.8410158157348633, losses: tensor([1.1026, 0.2022, 0.5362], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.0818305015563965, losses: tensor([1.0652, 0.2060, 0.8105], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.31391978263855, losses: tensor([1.0955, 0.1917, 1.0268], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.9380947351455688, losses: tensor([0.9459, 0.2376, 0.7546], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.264214038848877, losses: tensor([1.0090, 0.2181, 1.0372], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.157747507095337, losses: tensor([0.9322, 0.2833, 0.9423], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.0358901023864746, losses: tensor([0.9805, 0.2142, 0.8412], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.8141310214996338, losses: tensor([0.8582, 0.2422, 0.7137], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.8247199058532715, losses: tensor([0.8755, 0.2006, 0.7486], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.0209803581237793, losses: tensor([0.9365, 0.2138, 0.8707], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.0002641677856445, losses: tensor([0.8417, 0.2737, 0.8849], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.8274641036987305, losses: tensor([0.8322, 0.3690, 0.6262], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.9762040376663208, losses: tensor([0.9193, 0.2699, 0.7870], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.960916519165039, losses: tensor([0.9150, 0.2608, 0.7851], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.05570387840271, losses: tensor([0.8839, 0.2351, 0.9367], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.2865936756134033, losses: tensor([1.0912, 0.1965, 0.9989], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.9706038236618042, losses: tensor([0.9622, 0.1907, 0.8177], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.6011157035827637, losses: tensor([0.9045, 0.1945, 0.5021], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.6633037328720093, losses: tensor([0.8443, 0.2249, 0.5941], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.7242786884307861, losses: tensor([0.9010, 0.2003, 0.6230], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.7493822574615479, losses: tensor([0.7087, 0.2317, 0.8089], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.6633241176605225, losses: tensor([0.7507, 0.1697, 0.7429], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.5965121984481812, losses: tensor([0.7100, 0.1590, 0.7276], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.665813684463501, losses: tensor([0.8633, 0.2249, 0.5777], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.5125093460083008, losses: tensor([0.7654, 0.2071, 0.5400], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.7434706687927246, losses: tensor([0.8940, 0.1750, 0.6745], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.8665448427200317, losses: tensor([0.7252, 0.1638, 0.9776], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.5807737112045288, losses: tensor([0.6684, 0.1626, 0.7498], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.8615868091583252, losses: tensor([0.7887, 0.2130, 0.8599], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.7218331098556519, losses: tensor([0.7899, 0.2226, 0.7094], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.1076080799102783, losses: tensor([0.6216, 0.1613, 0.3247], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.5565433502197266, losses: tensor([0.6954, 0.1532, 0.7079], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.438785195350647, losses: tensor([0.6332, 0.1476, 0.6579], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.3519761562347412, losses: tensor([0.6789, 0.1549, 0.5183], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.1876834630966187, losses: tensor([0.5980, 0.1735, 0.4162], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.5502429008483887, losses: tensor([0.6391, 0.1712, 0.7400], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.3354326486587524, losses: tensor([0.7334, 0.1340, 0.4680], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.256434679031372, losses: tensor([0.6086, 0.1396, 0.5083], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.149893045425415, losses: tensor([0.5603, 0.1774, 0.4122], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.393425703048706, losses: tensor([0.6056, 0.1290, 0.6588], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.6177021265029907, losses: tensor([0.6485, 0.2496, 0.7196], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.6449222564697266, losses: tensor([0.8237, 0.1808, 0.6405], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.4023067951202393, losses: tensor([0.6099, 0.2063, 0.5861], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.3682674169540405, losses: tensor([0.6229, 0.1589, 0.5865], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.280672311782837, losses: tensor([0.5495, 0.2639, 0.4673], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.2434829473495483, losses: tensor([0.6334, 0.2104, 0.3996], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.3523417711257935, losses: tensor([0.6223, 0.2031, 0.5270], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.3151990175247192, losses: tensor([0.6752, 0.2027, 0.4372], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.5896592140197754, losses: tensor([0.6031, 0.1539, 0.8326], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.4434471130371094, losses: tensor([0.6060, 0.2083, 0.6291], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.3685904741287231, losses: tensor([0.6101, 0.2182, 0.5402], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.432413935661316, losses: tensor([0.7715, 0.2002, 0.4607], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.1950312852859497, losses: tensor([0.6289, 0.1967, 0.3695], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.1277916431427002, losses: tensor([0.5966, 0.2310, 0.3002], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.2102971076965332, losses: tensor([0.5713, 0.1529, 0.4861], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.1119455099105835, losses: tensor([0.5419, 0.2044, 0.3657], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.4432979822158813, losses: tensor([0.6647, 0.1953, 0.5833], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.0727965831756592, losses: tensor([0.5804, 0.2711, 0.2213], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.0308849811553955, losses: tensor([0.5484, 0.1917, 0.2908], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.1543413400650024, losses: tensor([0.6232, 0.1873, 0.3439], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.859992265701294, losses: tensor([0.4732, 0.2146, 0.1723], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.1411333084106445, losses: tensor([0.5960, 0.1951, 0.3500], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.3795032501220703, losses: tensor([0.7468, 0.1270, 0.5057], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.0679329633712769, losses: tensor([0.5219, 0.1674, 0.3786], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.9859458208084106, losses: tensor([0.4860, 0.1297, 0.3703], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.544614553451538, losses: tensor([0.7760, 0.2643, 0.5044], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.9479720592498779, losses: tensor([0.5458, 0.2018, 0.2003], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.2100738286972046, losses: tensor([0.5423, 0.2240, 0.4437], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.9311628341674805, losses: tensor([0.5741, 0.1591, 0.1980], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.2830042839050293, losses: tensor([0.6162, 0.1800, 0.4868], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.3794151544570923, losses: tensor([0.5090, 0.1809, 0.6895], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.363048791885376, losses: tensor([0.6806, 0.1499, 0.5325], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.4182780981063843, losses: tensor([0.6740, 0.1825, 0.5618], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.5909860134124756, losses: tensor([0.8623, 0.1165, 0.6122], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.305593490600586, losses: tensor([0.5758, 0.1762, 0.5536], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.7897230386734009, losses: tensor([0.8861, 0.1410, 0.7626], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.3091795444488525, losses: tensor([0.5500, 0.1809, 0.5783], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.0230647325515747, losses: tensor([0.4785, 0.1150, 0.4296], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.0328088998794556, losses: tensor([0.5708, 0.1381, 0.3239], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.4722248315811157, losses: tensor([0.5514, 0.1286, 0.7923], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.9511641263961792, losses: tensor([0.6456, 0.1578, 0.1478], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.434504747390747, losses: tensor([0.5784, 0.1865, 0.6696], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.1160223484039307, losses: tensor([0.4588, 0.1977, 0.4595], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.2627907991409302, losses: tensor([0.5024, 0.1156, 0.6448], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.7872860431671143, losses: tensor([0.4727, 0.1652, 0.1495], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.1818863153457642, losses: tensor([0.4879, 0.2593, 0.4346], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.9377095103263855, losses: tensor([0.4314, 0.1754, 0.3310], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.9188587665557861, losses: tensor([0.5708, 0.1499, 0.1981], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.1594409942626953, losses: tensor([0.5294, 0.1520, 0.4781], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.1734429597854614, losses: tensor([0.4936, 0.2038, 0.4761], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.0209697484970093, losses: tensor([0.4618, 0.1625, 0.3967], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.9048181772232056, losses: tensor([0.4321, 0.1744, 0.2983], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.0224117040634155, losses: tensor([0.4546, 0.1247, 0.4431], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.9244543313980103, losses: tensor([0.4184, 0.1848, 0.3213], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.637831449508667, losses: tensor([0.4279, 0.1258, 0.0842], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.8988274335861206, losses: tensor([0.3835, 0.1409, 0.3744], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.071663498878479, losses: tensor([0.4139, 0.1420, 0.5158], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.1994340419769287, losses: tensor([1.1644, 0.2539, 0.7811], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.005935549736023, losses: tensor([0.4451, 0.1474, 0.4134], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.9212703704833984, losses: tensor([0.3768, 0.1272, 0.4173], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.1662569046020508, losses: tensor([0.5843, 0.1805, 0.4014], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.0155754089355469, losses: tensor([0.5248, 0.1308, 0.3600], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.2961246967315674, losses: tensor([0.4827, 0.1658, 0.6476], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.7660130262374878, losses: tensor([0.4325, 0.1413, 0.1923], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.030104160308838, losses: tensor([0.4180, 0.1767, 0.4354], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.9196815490722656, losses: tensor([0.4661, 0.1687, 0.2849], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.1658899784088135, losses: tensor([0.4652, 0.1613, 0.5394], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.6578511595726013, losses: tensor([0.3931, 0.1497, 0.1150], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.826784074306488, losses: tensor([0.3455, 0.1387, 0.3426], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.771613359451294, losses: tensor([0.4052, 0.1713, 0.1951], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.9462483525276184, losses: tensor([0.4119, 0.1598, 0.3746], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.7145205736160278, losses: tensor([0.4791, 0.1418, 0.0936], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.8905244469642639, losses: tensor([0.3963, 0.1964, 0.2978], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.9408856630325317, losses: tensor([0.4130, 0.1352, 0.3927], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.8937031626701355, losses: tensor([0.4210, 0.1629, 0.3098], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.8958454132080078, losses: tensor([0.4106, 0.1329, 0.3524], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.8476875424385071, losses: tensor([0.4674, 0.1414, 0.2388], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.1367359161376953, losses: tensor([0.3755, 0.1603, 0.6009], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.9368952512741089, losses: tensor([0.4115, 0.2002, 0.3253], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.7724615335464478, losses: tensor([0.3057, 0.1322, 0.3345], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.1775566339492798, losses: tensor([0.3724, 0.1848, 0.6203], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.0019092559814453, losses: tensor([0.3796, 0.1244, 0.4979], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.02332603931427, losses: tensor([0.5295, 0.1473, 0.3465], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.8761869072914124, losses: tensor([0.3732, 0.1091, 0.3939], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.6949830651283264, losses: tensor([0.3910, 0.1495, 0.1545], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.0241776704788208, losses: tensor([0.4271, 0.1860, 0.4112], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.7112269997596741, losses: tensor([0.3823, 0.1978, 0.1311], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.0472123622894287, losses: tensor([0.3438, 0.1942, 0.5092], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.4723714590072632, losses: tensor([0.6622, 0.2047, 0.6055], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.8656550645828247, losses: tensor([0.4208, 0.1677, 0.2772], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.0535271167755127, losses: tensor([0.5278, 0.1330, 0.3928], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.7831234931945801, losses: tensor([0.4121, 0.1290, 0.2421], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.9339185357093811, losses: tensor([0.4357, 0.1449, 0.3533], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 1.1081825494766235, losses: tensor([0.4758, 0.1612, 0.4712], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.9050443768501282, losses: tensor([0.4821, 0.1390, 0.2840], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 0.8862652778625488, losses: tensor([0.4020, 0.1163, 0.3679], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
