========================================
Total Params: 71888721
Trainable Params: 71888721
Non-trainable Params: 0
========================================
LOG FORMAT | segmentation_LOSS mIoU pixAcc | depth_LOSS abs_err rel_err | normal_LOSS mean median <11.25 <22.5 <30 | TIME
/zhome/e0/1/158047/.local/lib/python3.8/site-packages/torch/utils/data/dataloader.py:474: UserWarning: This DataLoader will create 2 worker processes in total. Our suggested max number of worker in current system is 1, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
loss: 6.330452919006348, losses: tensor([2.6375, 2.3860, 1.3069], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 4.38333797454834, losses: tensor([2.3301, 1.5758, 0.4775], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 4.326944828033447, losses: tensor([2.1824, 1.7306, 0.4139], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.9140195846557617, losses: tensor([2.3435, 1.1776, 0.3928], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 4.344720840454102, losses: tensor([2.1455, 1.8054, 0.3938], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 4.292303085327148, losses: tensor([2.2730, 1.5930, 0.4262], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.9602017402648926, losses: tensor([2.2398, 1.3273, 0.3931], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.650322198867798, losses: tensor([2.0685, 1.2013, 0.3805], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 4.238116264343262, losses: tensor([2.2457, 1.6319, 0.3605], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 4.208066940307617, losses: tensor([2.2154, 1.5565, 0.4362], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 4.067141532897949, losses: tensor([1.9935, 1.6659, 0.4077], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 4.016153812408447, losses: tensor([2.3176, 1.2467, 0.4518], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 4.580650329589844, losses: tensor([2.0743, 2.1220, 0.3844], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 4.087225437164307, losses: tensor([1.9645, 1.8092, 0.3135], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.7305989265441895, losses: tensor([2.1466, 1.1933, 0.3907], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 4.045316219329834, losses: tensor([2.2169, 1.4451, 0.3833], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.2161834239959717, losses: tensor([1.9332, 0.9514, 0.3316], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 4.116608619689941, losses: tensor([2.2851, 1.4480, 0.3835], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.5773253440856934, losses: tensor([2.1149, 1.1288, 0.3336], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.3358163833618164, losses: tensor([1.9542, 1.0719, 0.3097], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.5556023120880127, losses: tensor([2.2487, 0.9743, 0.3326], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.496448516845703, losses: tensor([2.2076, 0.9857, 0.3032], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.683786392211914, losses: tensor([2.0219, 1.3171, 0.3448], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.7482447624206543, losses: tensor([2.2480, 1.1626, 0.3376], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.5808465480804443, losses: tensor([1.8155, 1.4316, 0.3338], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.684936285018921, losses: tensor([2.1545, 1.2075, 0.3229], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.42032527923584, losses: tensor([1.8519, 1.2002, 0.3682], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.690464973449707, losses: tensor([2.2340, 1.1010, 0.3555], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.2260375022888184, losses: tensor([1.9354, 0.9547, 0.3360], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.2208642959594727, losses: tensor([1.9805, 0.8777, 0.3626], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.2291252613067627, losses: tensor([2.0728, 0.8387, 0.3176], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.539090633392334, losses: tensor([2.2247, 0.9778, 0.3365], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.1167819499969482, losses: tensor([2.0395, 0.7517, 0.3256], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.3497607707977295, losses: tensor([2.1488, 0.8373, 0.3637], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.3202414512634277, losses: tensor([1.8997, 1.1220, 0.2986], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.1373486518859863, losses: tensor([1.9586, 0.8522, 0.3265], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.266735553741455, losses: tensor([2.0002, 0.9513, 0.3152], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.2085530757904053, losses: tensor([1.7952, 1.1070, 0.3063], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.6316933631896973, losses: tensor([1.9339, 1.3474, 0.3504], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.2814738750457764, losses: tensor([1.9594, 0.9687, 0.3533], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.357191801071167, losses: tensor([1.9041, 1.1553, 0.2978], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.1598687171936035, losses: tensor([1.6980, 1.1825, 0.2794], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.924870491027832, losses: tensor([1.9653, 0.6885, 0.2710], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.8667140007019043, losses: tensor([1.9515, 0.5921, 0.3231], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.2057154178619385, losses: tensor([1.9342, 0.9425, 0.3291], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.4426050186157227, losses: tensor([1.9430, 1.1376, 0.3621], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.565952777862549, losses: tensor([2.2459, 0.9510, 0.3691], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.0422863960266113, losses: tensor([1.9132, 0.8086, 0.3205], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.5915727615356445, losses: tensor([1.8594, 1.4156, 0.3166], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.482710599899292, losses: tensor([2.1904, 0.9465, 0.3458], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.0524630546569824, losses: tensor([1.7400, 0.9940, 0.3185], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.9267287254333496, losses: tensor([1.6914, 0.9390, 0.2963], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.2415990829467773, losses: tensor([1.8311, 1.0780, 0.3325], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.2838075160980225, losses: tensor([1.9991, 0.9862, 0.2986], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.036876916885376, losses: tensor([1.7675, 0.9438, 0.3256], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.15169358253479, losses: tensor([1.8978, 0.9115, 0.3425], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.6212923526763916, losses: tensor([2.0203, 1.2595, 0.3416], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.545747995376587, losses: tensor([1.7800, 0.4947, 0.2710], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.021350860595703, losses: tensor([1.8728, 0.8093, 0.3393], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.965965747833252, losses: tensor([1.9024, 0.7701, 0.2935], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.8093416690826416, losses: tensor([1.6296, 0.8548, 0.3250], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.573392629623413, losses: tensor([2.1593, 1.0735, 0.3406], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.916780710220337, losses: tensor([1.7950, 0.8088, 0.3130], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.2448105812072754, losses: tensor([1.8568, 1.1112, 0.2768], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.900329351425171, losses: tensor([1.7855, 0.8172, 0.2976], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.9555788040161133, losses: tensor([1.8036, 0.8620, 0.2900], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.484232187271118, losses: tensor([1.8926, 1.2511, 0.3404], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.6805002689361572, losses: tensor([1.7205, 0.6525, 0.3075], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.1028666496276855, losses: tensor([1.7053, 1.0978, 0.2997], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.936391830444336, losses: tensor([1.7835, 0.8482, 0.3047], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.229501247406006, losses: tensor([1.8981, 1.0163, 0.3151], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.4284181594848633, losses: tensor([1.8793, 1.2736, 0.2755], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.361077308654785, losses: tensor([2.0606, 0.9473, 0.3532], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.084716796875, losses: tensor([1.8617, 0.9081, 0.3150], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.0028235912323, losses: tensor([1.8100, 0.9087, 0.2842], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.6642215251922607, losses: tensor([1.7964, 0.5857, 0.2820], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.0136313438415527, losses: tensor([1.8779, 0.8560, 0.2797], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.7813873291015625, losses: tensor([1.7294, 0.6744, 0.3776], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.270326852798462, losses: tensor([1.7552, 1.2064, 0.3087], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.1134486198425293, losses: tensor([1.7899, 1.0215, 0.3020], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.3552699089050293, losses: tensor([1.9588, 1.0787, 0.3178], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.816592216491699, losses: tensor([1.6155, 0.9026, 0.2985], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.973318576812744, losses: tensor([1.6599, 1.0166, 0.2968], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.8903021812438965, losses: tensor([1.8563, 0.7344, 0.2996], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.8670153617858887, losses: tensor([1.7733, 0.7488, 0.3449], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.1923811435699463, losses: tensor([2.0402, 0.8274, 0.3248], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
Epoch: 0000 | TRAIN: 2.0217 0.0831 0.3539 | 1.2344 1.2311 0.4845 | 0.3719 46.9765 43.8722 0.0443 0.1689 0.2786 | Time: 126.5679 | TEST: 1.9138 0.1028 0.3893 | 1.6561 1.6433 0.5793 | 0.3108 42.3665 40.5611 0.0561 0.2054 0.3263 | Time: 19.4185
loss: 2.8420469760894775, losses: tensor([1.7836, 0.7625, 0.2960], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')893 | 1.6561 1.6433 0.5793 | 0.3108 42.3665 40.5611 0.0561 0.2054 0.3263 | Time: 19.4185
loss: 3.2588095664978027, losses: tensor([1.7365, 1.1955, 0.3269], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.769582748413086, losses: tensor([1.6257, 0.8526, 0.2913], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.033649444580078, losses: tensor([1.9087, 0.8185, 0.3065], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.64473557472229, losses: tensor([1.7034, 0.6726, 0.2688], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.9637064933776855, losses: tensor([1.7765, 0.8626, 0.3246], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.8420469760894775, losses: tensor([1.7836, 0.7625, 0.2960], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')893 | 1.6561 1.6433 0.5793 | 0.3108 42.3665 40.5611 0.0561 0.2054 0.3263 | Time: 19.4185
loss: 2.9099159240722656, losses: tensor([1.7137, 0.9282, 0.2681], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.096409320831299, losses: tensor([1.6920, 1.1240, 0.2804], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.586505889892578, losses: tensor([1.6837, 0.6466, 0.2563], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.136242389678955, losses: tensor([1.7707, 1.0418, 0.3237], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.2738404273986816, losses: tensor([1.8095, 1.1912, 0.2732], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.301525115966797, losses: tensor([2.0694, 0.8870, 0.3451], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.8822362422943115, losses: tensor([1.6481, 0.9166, 0.3175], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.96722412109375, losses: tensor([1.8283, 0.8573, 0.2816], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.8644161224365234, losses: tensor([1.7919, 0.7857, 0.2868], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.0624327659606934, losses: tensor([2.0233, 0.7182, 0.3209], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.0982437133789062, losses: tensor([1.6888, 1.0691, 0.3404], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.6836798191070557, losses: tensor([1.7397, 0.6754, 0.2686], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.054131507873535, losses: tensor([1.7840, 0.9368, 0.3334], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.865917444229126, losses: tensor([1.8775, 0.6841, 0.3043], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.5461041927337646, losses: tensor([1.5912, 0.6564, 0.2985], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.915131092071533, losses: tensor([1.8042, 0.8030, 0.3079], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.8366782665252686, losses: tensor([1.7172, 0.7910, 0.3284], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.1073410511016846, losses: tensor([1.8666, 0.8597, 0.3811], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.255460262298584, losses: tensor([1.9636, 0.9873, 0.3045], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.7985150814056396, losses: tensor([1.7235, 0.8025, 0.2725], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.653743028640747, losses: tensor([1.6123, 0.7284, 0.3130], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.7704992294311523, losses: tensor([1.6641, 0.7645, 0.3419], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.192366123199463, losses: tensor([1.7378, 1.1224, 0.3322], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.6140947341918945, losses: tensor([1.7128, 0.5944, 0.3070], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.2344586849212646, losses: tensor([1.7784, 1.1438, 0.3123], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.6639537811279297, losses: tensor([1.6961, 0.6567, 0.3111], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.6338388919830322, losses: tensor([1.6541, 0.6960, 0.2837], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.9276962280273438, losses: tensor([1.8853, 0.7169, 0.3254], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.8373804092407227, losses: tensor([1.5534, 1.0158, 0.2682], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.109180450439453, losses: tensor([1.9274, 0.8517, 0.3300], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.4525017738342285, losses: tensor([2.0319, 1.0885, 0.3321], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.7952239513397217, losses: tensor([1.6813, 0.8077, 0.3061], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.8504691123962402, losses: tensor([1.9245, 0.6023, 0.3237], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.8831729888916016, losses: tensor([1.6040, 0.9363, 0.3429], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.9183433055877686, losses: tensor([1.8270, 0.7508, 0.3406], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.433471202850342, losses: tensor([1.7754, 1.3836, 0.2744], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.706972360610962, losses: tensor([1.7294, 0.7113, 0.2663], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.749779224395752, losses: tensor([1.7463, 0.7047, 0.2987], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.995041847229004, losses: tensor([1.6244, 1.0368, 0.3338], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.8854570388793945, losses: tensor([1.7356, 0.8648, 0.2851], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 3.003678560256958, losses: tensor([1.7901, 0.9144, 0.2992], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.9379875659942627, losses: tensor([1.7657, 0.8334, 0.3389], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.975762128829956, losses: tensor([1.9130, 0.7539, 0.3088], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.6584815979003906, losses: tensor([1.5955, 0.8022, 0.2609], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.690610408782959, losses: tensor([1.7220, 0.6767, 0.2919], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.498944044113159, losses: tensor([1.5519, 0.6273, 0.3198], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.820880889892578, losses: tensor([1.6935, 0.8298, 0.2976], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.832758903503418, losses: tensor([1.6891, 0.8724, 0.2713], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.627500534057617, losses: tensor([1.5243, 0.7742, 0.3290], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
loss: 2.795693874359131, losses: tensor([1.6656, 0.8552, 0.2749], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([1., 1., 1.], device='cuda:0')
